Job ID,Job Link,Resume Tried,Date listed,Date Tried,Assumed Reason,Stack Trace,External Job link,Screenshot Name
4141113825,https://www.linkedin.com/jobs/view/4141113825,Pending,2025-02-03 21:52:25.116161,2025-02-09 21:52:33.671740,Problem in Easy Applying,"Message: 
Stacktrace:
	GetHandleVerifier [0x00DD0A33+25139]
	(No symbol) [0x00D61134]
	(No symbol) [0x00C40523]
	(No symbol) [0x00C88387]
	(No symbol) [0x00C886DB]
	(No symbol) [0x00CD0FC2]
	(No symbol) [0x00CACFB4]
	(No symbol) [0x00CCE738]
	(No symbol) [0x00CACD66]
	(No symbol) [0x00C7BD99]
	(No symbol) [0x00C7D0D4]
	GetHandleVerifier [0x010D3A23+3183139]
	GetHandleVerifier [0x010EFE8A+3298954]
	GetHandleVerifier [0x010EA462+3275874]
	GetHandleVerifier [0x00E67770+642928]
	(No symbol) [0x00D6A01D]
	(No symbol) [0x00D66E48]
	(No symbol) [0x00D66FE7]
	(No symbol) [0x00D59CE0]
	BaseThreadInitThunk [0x75E2FCC9+25]
	RtlGetAppContainerNamedObjectPath [0x7761809E+286]
	RtlGetAppContainerNamedObjectPath [0x7761806E+238]
",Easy Applied,Not Available
4141498366,https://www.linkedin.com/jobs/view/4141498366,Pending,2025-02-04 21:52:58.434197,2025-02-09 21:53:00.620436,Probably didn't find Apply button or unable to switch tabs.,"Message: element click intercepted: Element <button aria-label=""Easy Apply to Junior Frontend Engineer (React) - Montreal (Hybrid) - up to $150k + HUGE BONUS at Hunter Bond"" id=""ember1783"" class=""jobs-apply-button
         artdeco-button artdeco-button--3 artdeco-button--primary ember-view"" data-job-id=""4141498366"" data-live-test-job-apply-button="""">...</button> is not clickable at point (992, 340). Other element would receive the click: <div data-test-modal-container="""" aria-hidden=""false"" id=""ember2026"" class=""artdeco-modal-overlay artdeco-modal-overlay--layer-default artdeco-modal-overlay--is-top-layer  ember-view"">...</div>
  (Session info: chrome=133.0.6943.60)
Stacktrace:
	GetHandleVerifier [0x00DD0A33+25139]
	(No symbol) [0x00D61134]
	(No symbol) [0x00C40523]
	(No symbol) [0x00C8E600]
	(No symbol) [0x00C8C9C4]
	(No symbol) [0x00C8A557]
	(No symbol) [0x00C8981D]
	(No symbol) [0x00C7DEC5]
	(No symbol) [0x00CACF6C]
	(No symbol) [0x00C7D954]
	(No symbol) [0x00CAD1E4]
	(No symbol) [0x00CCE738]
	(No symbol) [0x00CACD66]
	(No symbol) [0x00C7BD99]
	(No symbol) [0x00C7D0D4]
	GetHandleVerifier [0x010D3A23+3183139]
	GetHandleVerifier [0x010EFE8A+3298954]
	GetHandleVerifier [0x010EA462+3275874]
	GetHandleVerifier [0x00E67770+642928]
	(No symbol) [0x00D6A01D]
	(No symbol) [0x00D66E48]
	(No symbol) [0x00D66FE7]
	(No symbol) [0x00D59CE0]
	BaseThreadInitThunk [0x75E2FCC9+25]
	RtlGetAppContainerNamedObjectPath [0x7761809E+286]
	RtlGetAppContainerNamedObjectPath [0x7761806E+238]
",Easy Applied,Not Available
4145696601,https://www.linkedin.com/jobs/view/4145696601,Pending,2025-02-06 21:57:50.882038,2025-02-09 21:57:50.912330,Required experience is high,"
About the job
Position: React Developer 
Location: Sunrise, FL (Hybrid 3 Days/Week onsite)
Duration: 12 Months Contract/Full Time

Job Description
Candidate should have 8+ Years of experience.
Candidate should have good hands-on experience on JS and React Development.
Good understanding of User Experience.
Should be proactive and a quick learner.
Exposure to Cloud engineering will be an added advantage.

Experience required 8 > Current Experience 5. Skipping this job!
",Skipped,Not Available
4139647898,https://www.linkedin.com/jobs/view/4139647898,Previous resume,2025-02-02 21:58:04.363105,2025-02-09 21:59:18.279690,Problem in Easy Applying,"Message: stale element reference: stale element not found in the current frame
  (Session info: chrome=133.0.6943.60); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#stale-element-reference-exception
Stacktrace:
	GetHandleVerifier [0x00DD0A33+25139]
	(No symbol) [0x00D61134]
	(No symbol) [0x00C40523]
	(No symbol) [0x00C46F41]
	(No symbol) [0x00C4904A]
	(No symbol) [0x00C490C7]
	(No symbol) [0x00C87C11]
	(No symbol) [0x00C886DB]
	(No symbol) [0x00C7DDE1]
	(No symbol) [0x00CACFB4]
	(No symbol) [0x00C7D954]
	(No symbol) [0x00CAD1E4]
	(No symbol) [0x00CCE738]
	(No symbol) [0x00CACD66]
	(No symbol) [0x00C7BD99]
	(No symbol) [0x00C7D0D4]
	GetHandleVerifier [0x010D3A23+3183139]
	GetHandleVerifier [0x010EFE8A+3298954]
	GetHandleVerifier [0x010EA462+3275874]
	GetHandleVerifier [0x00E67770+642928]
	(No symbol) [0x00D6A01D]
	(No symbol) [0x00D66E48]
	(No symbol) [0x00D66FE7]
	(No symbol) [0x00D59CE0]
	BaseThreadInitThunk [0x75E2FCC9+25]
	RtlGetAppContainerNamedObjectPath [0x7761809E+286]
	RtlGetAppContainerNamedObjectPath [0x7761806E+238]
",Easy Applied,Not Available
4143604784,https://www.linkedin.com/jobs/view/4143604784,Pending,2025-02-04 22:00:19.229905,2025-02-09 22:00:19.268906,Found a Bad Word in About Job,"
About the job
Job Title: UI/UX Designer + Web Developer
Location: Dubai

Requirements:
Proven experience as a UI/UX Designer and Web Developer, with a strong portfolio showcasing your work.
Proficiency in HTML, CSS, JavaScript, and other web development technologies.
Experience with front-end frameworks (e.g., React, Angular, Vue) and back-end technologies (e.g., Node.js, PHP).
Strong understanding of UI/UX principles and ability to create engaging, accessible designs.
Ability to develop and maintain websites from concept to completion.
Ability to debug website bugs and issues, ensuring seamless functionality.
Familiarity with responsive design and web optimization techniques.
Knowledge of design tools like Adobe XD, Figma, Sketch, or similar.
Strong problem-solving skills and attention to detail.
Excellent communication and collaboration skills.

Preferred Skills (Optional):
Experience with CMS platforms (e.g., WordPress, Drupal).
Knowledge of SEO best practices.
Familiarity with version control tools (e.g., Git).
Should be able to develop and maintain websites
⁠should be able to debug website bugs and issues
Arabic speaker required

Contains bad word ""PHP"". Skipping this job!
",Skipped,Not Available
4146916292,https://www.linkedin.com/jobs/view/4146916292,Pending,2025-02-07 22:00:30.964844,2025-02-09 22:00:36.834946,Probably didn't find Apply button or unable to switch tabs.,"Message: 
Stacktrace:
	GetHandleVerifier [0x00DD0A33+25139]
	(No symbol) [0x00D61134]
	(No symbol) [0x00C40523]
	(No symbol) [0x00C88387]
	(No symbol) [0x00C886DB]
	(No symbol) [0x00CD0FC2]
	(No symbol) [0x00CACFB4]
	(No symbol) [0x00CCE738]
	(No symbol) [0x00CACD66]
	(No symbol) [0x00C7BD99]
	(No symbol) [0x00C7D0D4]
	GetHandleVerifier [0x010D3A23+3183139]
	GetHandleVerifier [0x010EFE8A+3298954]
	GetHandleVerifier [0x010EA462+3275874]
	GetHandleVerifier [0x00E67770+642928]
	(No symbol) [0x00D6A01D]
	(No symbol) [0x00D66E48]
	(No symbol) [0x00D66FE7]
	(No symbol) [0x00D59CE0]
	BaseThreadInitThunk [0x75E2FCC9+25]
	RtlGetAppContainerNamedObjectPath [0x7761809E+286]
	RtlGetAppContainerNamedObjectPath [0x7761806E+238]
",Easy Applied,Not Available
4145889264,https://www.linkedin.com/jobs/view/4145889264,Pending,2025-02-06 22:01:35.170620,2025-02-09 22:01:40.534601,Probably didn't find Apply button or unable to switch tabs.,"Message: 
Stacktrace:
	GetHandleVerifier [0x00DD0A33+25139]
	(No symbol) [0x00D61134]
	(No symbol) [0x00C40523]
	(No symbol) [0x00C88387]
	(No symbol) [0x00C886DB]
	(No symbol) [0x00CD0FC2]
	(No symbol) [0x00CACFB4]
	(No symbol) [0x00CCE738]
	(No symbol) [0x00CACD66]
	(No symbol) [0x00C7BD99]
	(No symbol) [0x00C7D0D4]
	GetHandleVerifier [0x010D3A23+3183139]
	GetHandleVerifier [0x010EFE8A+3298954]
	GetHandleVerifier [0x010EA462+3275874]
	GetHandleVerifier [0x00E67770+642928]
	(No symbol) [0x00D6A01D]
	(No symbol) [0x00D66E48]
	(No symbol) [0x00D66FE7]
	(No symbol) [0x00D59CE0]
	BaseThreadInitThunk [0x75E2FCC9+25]
	RtlGetAppContainerNamedObjectPath [0x7761809E+286]
	RtlGetAppContainerNamedObjectPath [0x7761806E+238]
",Easy Applied,Not Available
4144801831,https://www.linkedin.com/jobs/view/4144801831,Pending,2025-02-05 22:02:29.296018,2025-02-09 22:02:29.356478,Required experience is high,"
About the job
About Us
SPH Media’s mission is to be the trusted source of news and lifestyle content in Singapore and Asia. 
One of our core purposes is to produce credible, balanced, and objective news and analysis, always with a view to uphold the public good and fostering an informed, engaged citizenry.
We welcome talented individuals to join us and grow a career in a vibrant and collaborative environment built around a culture of respect and inclusivity.
As an employer, we are committed to rewarding our people fairly and developing them in their careers. 

About the Role
We are looking for a skilled Web Developer to join our dynamic product team. The ideal candidate will have a strong background in modern web development technologies, the ability to translate Figma designs into pixel-perfect HTML templates, and hands-on experience with test automation, cloud infrastructure, and CI/CD pipelines.

Key Responsibilities
Develop responsive and accessible web interfaces using HTML5, CSS, JavaScript, and React/TypeScript.
Translate Figma designs into clean and efficient HTML/CSS templates.
Write and maintain automated tests using the Playwright test suite to ensure the reliability and performance of web applications.
Utilize GitHub Actions to build, test, and deploy CI/CD pipelines effectively.
Collaborate with backend engineers to integrate APIs seamlessly for a superior user experience.
Optimize web applications for maximum speed, scalability, and cross-browser compatibility.
Implement and maintain reusable code libraries to enhance development efficiency.
Stay updated on emerging web technologies and propose innovative solutions.
Work collaboratively with designers, product managers, and other engineers to achieve project goals.

Job Requirements
Bachelor’s or Master’s degree in Computer Science, Information Technology, or a related field.
5–8 years of professional experience in web development with a proven track record of delivering high-quality web applications.
Demonstrated ability to convert complex designs into responsive, accessible web pages.
Strong debugging and performance optimization skills.
Excellent collaboration and communication abilities.
A keen eye for detail and a passion for user-centric design.
Proficient in HTML5, CSS, JavaScript, React, and TypeScript.
Experience working with Figma designs and translating them into HTML templates.
Strong knowledge of test automation frameworks like Playwright.
Advanced expertise in GitHub Actions for CI/CD workflows.
Familiarity with AWS services (e.g., S3, Lambda, CloudFront) is a bonus.
Knowledge of modern frontend build tools and workflows (e.g., Vite).

Experience required 8 > Current Experience 7. Skipping this job!
",Skipped,Not Available
4141461522,https://www.linkedin.com/jobs/view/4141461522,Pending,2025-02-04 22:02:32.007132,2025-02-09 22:02:32.042090,Found a Bad Word in About Job,"
About the job
We are looking for a talented Web Developer to enhance our websites and applications, ensuring a rich user experience. The ideal candidate will be skilled in web programming and design, dedicated to delivering high-quality and defect-free software.

Roles and Responsibilities:
Program, maintain, and update websites and applications.
Design and create high-quality layouts, mock-ups, and landing pages.
Develop intuitive user interfaces with best practices and latest web trends.
Build website designs using CSS and ensure defect-free code.
Meet delivery schedules while maintaining documentation standards.
Innovate to reduce development time and defect ratios.

Qualifications & Experience:
College diploma or university degree in Computer Science or related field.
3 years of experience in web programming and development.
Proficient in .NET, Photoshop, CSS, JavaScript, and Visual Studio.
Strong skills in wireframing and web design principles.
Ability to develop complex, database-driven websites.
Excellent team collaboration and multitasking abilities.
Proficient in spoken and written English.

Contains bad word "".NET"". Skipping this job!
",Skipped,Not Available
4141115210,https://www.linkedin.com/jobs/view/4141115210,Pending,2025-02-03 22:02:34.821377,2025-02-09 22:02:34.857045,Found a Bad Word in About Job,"
About the job
We are looking for a motivated Junior Web Developer to join our development team. This role is exclusively for Saudi nationals and is ideal for fresh graduates who have experience with .NET Core and Angular and are eager to grow their skills in a professional setting. You will work closely with senior developers to build and maintain web applications, ensuring high performance and responsiveness.

Key Responsibilities:
Develop and maintain web applications using .NET Core (C#) for backend and Angular for frontend.
Collaborate with UI/UX designers and backend developers to implement user-friendly web solutions.
Write clean, scalable, and efficient code while following best practices.
Troubleshoot, debug, and optimize applications for performance and scalability.
Participate in code reviews, testing, and deployment processes.
Stay up to date with the latest industry trends and technologies.

Qualifications:
Bachelor’s degree in Computer Science, Software Engineering, or a related field.
Strong understanding of .NET Core (C#), Entity Framework, and RESTful APIs.
Hands-on experience with Angular (TypeScript), HTML, CSS, and JavaScript.
Basic knowledge of SQL Server or other relational databases.
Familiarity with Git and version control workflows.
Understanding of Agile methodologies (Scrum, Kanban) is a plus.

Contains bad word "".NET"". Skipping this job!
",Skipped,Not Available
4117028113,https://www.linkedin.com/jobs/view/4117028113,Pending,2025-01-10 22:04:39.839821,2025-02-09 22:04:39.892730,Found a Bad Word in About Job,"
About the job
Jeeny is a mobile application that eases daily commuting and transportation. By connecting you with your preferred mode of transportation, we are fulfilling our aim of making mobility accessible, affordable, and flexible for all.

We are a joint venture between MEIG (Middle East Internet Group), Rocket Internet, and IMENA. jeeny was established in 2014 as Easy Taxi. However, in 2016, it was revamped as jeeny to cater to other services. Currently, we are operational in Saudi Arabia and Jordan.

We have offices in Riyadh, Jeddah, Madinah, Dammam, Khobar, Amman, Lahore, and Karachi.

Job Description:

We are looking for a skilled ReactJS Developer who is proficient in front-end development, with a strong focus on building dynamic and responsive web applications. The ideal candidate will be responsible for translating UI/UX designs into code, integrating APIs, and ensuring that applications meet the highest performance standards. Experience with backend development is a plus, though not required.

As a ReactJS Developer, you will work closely with the Product and Business Teams to implement new features and ensure a seamless user experience. Strong organizational skills and attention to detail are essential as you will be involved in the full lifecycle of projects, from conception to final delivery.

Responsibilities

Translate wireframes and PSD designs into functional web applications using ReactJS and Bootstrap
Bind UI elements to JavaScript object models and create responsive, high-performance designs
Collaborate with cross-functional teams to deliver a complete user experience
Develop unit and integration tests to ensure the quality of code
Be responsive to change requests and feature enhancements
Write code that is cross-platform and cross-device compatible
Work independently and as part of a team to communicate design and build ideas effectively
Ensure the responsiveness and performance of applications
Work alongside graphic designers to implement web design features
Stay current with developments in web applications, particularly in front-end technologies
Participate in the design and development of APIs and, where possible, contribute to backend development
Apply strong OOP concepts and design techniques in your work


Requirements

2 to 3 years of experience
Proficiency in ReactJS and fundamental front-end languages such as HTML, CSS, and JavaScript
Experience with state management libraries such as Redux
Familiarity with RESTful APIs and asynchronous request handling
Strong understanding of responsive design principles and cross-browser compatibility
Experience with front-end build tools like Webpack, Babel, and npm
Knowledge of backend technologies such as Node.js or PHP is a plus
Familiarity with database technologies like MySQL, MsSQL, and MongoDB is an advantage
Strong documentation skills, with the ability to analyze code and databases
Ability to incorporate client requests and requirements into existing or new enterprise solutions
Attention to detail and accuracy, with the ability to work quickly
Strong interpersonal skills and ability to work as a team player
Ability to perform under stress and meet aggressive deadlines; self-organized with strong planning skills


Benefits

Market competitive salary 
An excellent opportunity to learn and develop
An environment that encourages growth
Health benefits and life insurance
Gratuity 
Dollar adjusted bonus policy
Internet allowance
Fuel allowance
Learning assistance policy


Company Culture

jeeny is an equal opportunity employer. We are committed to providing a workplace where all aspects of employment are solely based on merit. We value diversity and absolutely do not discriminate in any form based on race, color, ethnicity, nationality, religion, gender, age, or mental or physical disability.

Contains bad word ""PHP"". Skipping this job!
",Skipped,Not Available
4094749734,https://www.linkedin.com/jobs/view/4094749734,Pending,2024-12-11 22:05:36.185531,2025-02-09 22:05:36.237194,Found a Bad Word in About Job,"
About the job
Us

The ENTERTAINER is a leading digital company whose main goal is to add value to consumers by bringing them the best incentive offers globally. We are a data-driven, 100% digital, tech company. Providing first-rate offers across renowned dining, leisure, entertainment and hotel brands worldwide, the ENTERTAINER has grown with the aim of creating unbeatable value and loyalty everywhere we go. We believe that “experience is everything”, resulting in our passion for creating unforgettable experiences for both our customers, partners and employees.

 The Team

The E-business team’s mission is to build simple, user-friendly digital experiences that delight the millions who use our products. The team’s responsibilities include product innovation, engineering, infrastructure, project delivery, data, IT & Ops. We work in an agile, fast-paced environment and align closely with teams across the business to identify, build and support the best possible solutions for our users. We’re passionate, curious, a bit intense and a lot of fun. All at the same time.

Responsibilities include:

Software development of new and existing products through the entire lifecycle of analysis, design, coding, testing, deployment, and support
Work mostly in React.JS and Node.JS as a full stack developer
Maintain, troubleshoot, optimize and improve existing products and systems
Develop application designs that are secure, performant, scalable, fault tolerant, and testable
Utilize analytical, process and/or technical skills to meet product objectives and deliverables that are self-directed and within products scope
Work within a cross-functional team to develop enhancements in a highly iterative fashion
Involve in close collaboration with product developers and testers
Communicate product issues and/or risks in a timely manner
Can use best practices for efficient coding

Job Requirements:

Hands on 2+ years of experience on the following languages and frameworks:

Language:

JavaScript 90%
ES6 70%
TypeScript 30% 
Framework:

React.JS 60%
Node.JS 40%
Good hands on experience in TypeScript and JavaScript and writing client-side JavaScript using React.JS as well as 
Good experience of Node.JS and Express.JS are required
Experience with React Native is an assest
Experience with databases like MySQL & Mongo DB
Good sense of UI/UX is a plus
Must be Strong in Data Structure & Algorithm
Hands-on grip on Web Development Fundamentals
Familiar with application design principles including security, performance, scalability, error logging, and testing. 
Can develop different kinds of Applications
Basic understanding of Progressive Web Apps, MVC framework, PHP, Laravel, Web Services, RESTful APIs is required
Good English communication skills are required

Powered by JazzHR

Drmi7gPCli

Contains bad word ""PHP"". Skipping this job!
",Skipped,Not Available
